title,page_content,article_published_date,author,url
CHOMP and TheMilSource challenge Soho House Hong Kong chef to transform food waste into a culinary feast,"Following the success of the inaugural event, food-saving app CHOMP and TheMilSource (TMS) have announced The Rescued Feast – The Second Bite, set to take place at 7pm on July 25, in collaboration with Soho House Hong Kong. This unique dining experience continues to break new ground by transforming food waste into an upscale culinary feast, underscoring the vital importance of sustainability and innovation in addressing food waste. Food waste remains a significant issue in Hong Kong, with over 3,600 tonnes of food discarded daily, according to the Environmental Protection Department. This wastage contributes to the city's mounting landfill problems and environmental degradation. Recent government initiatives, such as the ""Food Wise Hong Kong Campaign"" and the promotion of food donation programmes, have sought to mitigate the issue, yet the challenge persists. The Rescued Feast aims to spotlight this pressing problem by turning food surplus and scraps into gourmet meals, demonstrating the potential of rescued food. This event not only provides an exceptional dining experience but also serves as a platform to educate the public on the importance of food waste reduction and sustainable practices. Cornerstone to this event, chef Chris Czerwinski from Soho House Hong Kong will be faced with the exciting challenge of curating an inspiring menu for 250 people to experience, utilising food surplus and food scraps within 24 hours. The unpredictable nature of food surplus from the participating food sponsors means that chef Chris and the Soho House team will need to be innovative and use the surplus food in a creative way. He said, “We can’t wait to take part in this brilliant initiative and provide support that champions reducing food waste in Hong Kong.” Carla Martinesi, founder of CHOMP, said, ""We are incredibly excited to bring back The Rescued Feast. Our mission at CHOMP is to reduce food waste and showcase how surplus food can be transformed into something truly extraordinary. The support we've received has been phenomenal, and we can't wait to continue this journey with TMS."" Krystal Lai, founder of TMS, said, ""I'm amazed by the outpour of support from the community for our Rescued Feast series. These events are just going to get bigger and bigger, and it's inspiring to see so many people come together to tackle the issue of food waste in Hong Kong. We're proud to partner with CHOMP and bring this important cause to the forefront.""",2024-07-12,Hong Kong,https://www.fnbnews.com/Top-News/chomp-and-themilsource-challenge-soho-house-hong-kong-chef-to-transform-food-waste-into-a-culinary-feast-78033
Chef Dalvir Singh appointed executive chef at Social Hub by Dhaba,"Social Hub by Dhaba has appointed chef Dalvir Singh as its new executive chef. With over 17 years of illustrious experience in continental and Indian cuisine, chef Singh brings a wealth of expertise and creativity to the table, promising to elevate the dining experience at one of New Jersey's finest culinary establishments.His remarkable journey in the culinary world spans across continents and prestigious establishments. His career began as a trainee at The Imperial in New Delhi, where he developed a comprehensive understanding of fine dining and kitchen operations. His early career saw him taking on significant roles at esteemed establishments such as Taj Palace Hotel and Radisson Blu Hotel in New Delhi.From 2009 to 2017, chef Singh honed his skills in various international settings. At Carnival Cruise Line and Oceania Cruises, he maintained exceptional food quality and presentation on premium cruise ships, ensuring compliance with HACCP standards. His tenure at the Airways Hotel in Port Moresby and The Imperial Hotel in New Delhi further solidified his reputation as a skilled and innovative chef.At Rich Products & Solutions Pvt. Ltd., in India, chef Singh managed a team of 30 chefs and played a crucial role in creating kitchen strategy roadmaps and curating innovative menus. His leadership ensured high functional efficiency and adherence to HACCP standards, earning him recognition as a culinary leader.Chef Singh’s most recent role before joining Social Hub by Dhaba was at Taumeasina Island Resort in Apia, Samoa. As Executive Sous Chef, he maintained the quality and presentation of food, supervised kitchen operations, and communicated effectively with team members to ensure smooth operations. His ability to estimate daily production needs and check the quality of raw and cooked food products was pivotal in upholding the resort’s high standards.Since January 2024, chef Singh has been serving as the executive chef, overseeing a fine dining multicuisine restaurant with a seating capacity of 250. Under his leadership, the restaurant continues to serve high-quality continental, Asian, and Indian cuisine, attracting diners from across the region.Chef Singh holds a B. Com degree from Delhi University and has been recognised with several awards, including Gold and Bronze Medals in the AAHAR Chef Competition. He is also a certified cruise professional, a testament to his extensive experience and expertise.In addition to his culinary prowess, chef Singh is skilled in food photography, food styling, and crafting fresh handcrafted pasta. His creativity and ability to work as a team player make him a valuable asset to any culinary team.",2024-07-12,"Our Bureau, New Delhi",https://www.fnbnews.com/Top-News/chef-dalvir-singh-appointed-executive-chef-at-social-hub-by-dhaba-78032
Mutual Recognition Agreement between India and Taiwan for organic products,"The Mutual Recognition Agreement (MRA) for organic products between India and Taiwan has been implemented w.e.f. 8 July, 2024, during the 9th Working Group on Trade Meeting with Taiwan at New Delhi. The implementation of the MRA between India and Taiwan is a landmark achievement as it is the first bilateral agreement for organic products.The implementing Agencies for the MRA are Agricultural and Processed Food Products Export Development Authority (APEDA), Ministry of Commerce and Industry, India and Agriculture and Food Agency, Ministry of Agriculture (AFA), Taiwan.By virtue of this agreement, agricultural products produced and handled organically in conformity with the National Programme for Organic Production (NPOP) and accompanied by an organic demonstration document (transaction certificate, etc.) issued by an accredited certification body under NPOP are allowed for sale in Taiwan as organically produced including display of the ‘India Organic’ logo.Similarly, agricultural products produced and handled organically in conformity with the Organic Agriculture Promotion Act and accompanied by an organic demonstration document (transaction certificate etc) issued by an accredited certification body under the Taiwanese regulation are allowed for sale in India as organically produced including display of the ‘Taiwan Organic’ logo.The mutual recognition will ease the export of organic products by avoiding dual certifications; thus, reducing compliance cost, simplifying compliance requirement by adhering to only one regulation and enhancing trade opportunities in the organic sector. The MRA will pave the way for the export of major Indian organic products such as Rice, Processed Food, Green/Black and Herbal Tea, Medicinal plant products etc to Taiwan.",2024-07-12,"Our Bureau, New Delhi",https://www.fnbnews.com/Top-News/mutual-recognition-agreement-between-india-and-taiwan-for-organic-products-78031
"Urad prices have started softening, rainfall enhances sowing area under Kharif","The consistent efforts of Department of Consumer Affairs have resulted in softening of Urad prices, the Centre Government's proactive measures have been pivotal in stabilising prices for consumers while ensuring favourable price realisation for farmers.The anticipation of good rainfall is expected to boost the morale of farmers, leading to the production of a good crop in major Urad producing states such as Madhya Pradesh, Andhra Pradesh, Uttar Pradesh, Rajasthan, Tamil Nadu, and Maharashtra. As on 05th July 2024, the area sown for Urad has reached 5.37 lakh hectares, as compared to 3.67 lakh hectares for corresponding period last year. The 90-day crop is expected to experience a healthy Kharif production this year.Ahead of the Kharif sowing season, there has been significant momentum in the pre-registration of farmers through government agencies such as NAFED and NCCF. These efforts are part of Government strategy to encourage farmers to shift towards pulse production during the Kharif season, aiming for self-sufficiency in this sector.In Madhya Pradesh alone, a total of 8,487 Urad farmers have already registered through NCCF and NAFED. Meanwhile, other major producing states such as Maharashtra, Tamil Nadu, and Uttar Pradesh have seen pre-registrations of 2037, 1611, and 1663 farmers respectively, indicating widespread participation in these initiatives.The procurement of summer Urad under the Price Support Scheme (PSS) by NAFED and NCCF is in progress. As a result of these initiatives, as of July 6, 2024, wholesale prices of Urad have witnessed a week-on-week decline of 3.12% and 1.08% in Indore and Delhi markets respectively. In alignment with domestic prices, the landed prices of imported Urad are also on a declining trend. These measures underscore the government's commitment to balancing market dynamics while supporting both farmers and consumers.",2024-07-12,"Our Bureau, New Delhi",https://www.fnbnews.com/Top-News/urad-prices-have-started-softening-rainfall-enhances-sowing-area-under-kharif-78030
Hydrocyclone technology for tapioca starch and sago industry,"A hydrocyclone is a straightforward device with no moving parts. It includes a set of nozzles, usually made of plastic, housed within a watertight steel structure. Hydrocyclones are used in the starch industry mainly for purification and concentration. Its main function is to separate a mixture of solid particles and water into two distinct streams. The majorities of solid particles are concentrated in a smaller volume of water and exit through the bottom of the hydrocyclone, known as the underflow. Meanwhile, excess water is discharged from the top of the hydrocyclone, known as the overflow.How does a hydrocyclone work?Hydrocyclone is key equipment for producing cassava starch. Cassava starch milk is a mixture of extracted starch particles suspended in a large volume of water. It undergoes pressurization and is then directed into the top section of the nozzles positioned around a central aperture. Within the nozzles, the starch milk follows a circular path, generating significant centrifugal forces. These forces propel the heavier starch particles outward toward the nozzle walls, causing them to descend downwards. Eventually, the starch, now separated from water, exits through an opening at the bottom of the nozzles. On the other hand, lighter particles such as fine starch and dirt are carried along with water through the central opening at the top of the nozzles. How can hydrocyclones be installed in a starch and sago industry?During the tapioca starch extraction process, significant amounts of water are utilized for rasping and sieving. This water consumption can be reduced by directing the starch milk, which flows from the screening system, through a hydrocyclone. The starch milk is then collected in a specially designed sump tank before being pumped to the hydrocyclone at the appropriate operating pressure. The concentrated starch milk extracted from the bottom of the hydrocyclone is directed to settling tanks. The surplus water, containing a minor amount of fine starch and dirt, can be recycled back to the raspers. This recycling process helps replace the fresh water typically used for crushing.Advantages:    • Water consumption can be reduced by up to 60 %    • Volume of water can be reduced by up to 60 %    • Volume of settling tanks required is reduced    • Starch will settle quicker    • Quantity of dirt starch collected is settling tanks is reduced    • Less starch will be lost in the overflow from settling tanksAfter installing hydrocyclone technology, tailored to match the factory's capacity, regular cleaning ensures seamless and trouble-free operation. The primary installation costs include the hydrocyclone and its support structure, a pump with associated pipework and valves for connecting to the hydrocyclone, and the construction of a sump tank to collect the starch milk. The operating costs will primarily involve running the pump, yet these expenses can be offset by the savings generated from using less fresh water extracted from open or bore wells.Thus, hydrocyclones offer significant advantages in terms of efficiency, cost-effectiveness, and versatility in various stages of starch production and refinement within the tapioca starch and sago industry.(Krishnakumar belongs to ICAR-Central Tuber Crops Research Institute, Thiruvananthapuram, Kerala; Sajeev belongs to ICAR-Central Tuber Crops Research Institute, Thiruvananthapuram, Kerala; Jyothi belongs to ICAR-Central Tuber Crops Research Institute, Thiruvananthapuram, Kerala; Pradeepika belongs to ICAR-Central Tuber Crops Research Institute, Thiruvananthapuram, Kerala; Prakash belongs to ICAR-Central Tuber Crops Research Institute, Thiruvananthapuram, Kerala; Jaganathan belongs to ICAR-Central Tuber Crops Research Institute, Thiruvananthapuram, Kerala; Velmurugan belongs to Tapioca and castor research station, Tamil Nadu Agricultural University, Yethapur, Salem, Tamil Nadu. They can be reached at krishnakumar.t@icar.gov.in)",2024-07-12,"T. Krishnakumar, M.S.Sajeev, A.N.Jyothi, C.Pradeepika, P.Prakash, D.Jaganathan & M.Velmuru",https://www.fnbnews.com/Top-News/hydrocyclone-technology-for-tapioca-starch-and-sago-industry-78029
K'taka Health dept now takes on tea plantations as excess pesticide limits seen,"The Karnataka Health and Family Welfare department has swooped down on tea plantations exceeding pesticide limits. This according to the department officials is a significant step toward ensuring consumer health.The move follows after a slew of adulterated artificial food colours were found in popular street foods like kebab, pani puri, gobi manchurian and  cotton candy. Excessive pesticide use can pose serious health risks, so enforcing permissible limits is crucial. It not only protects consumers but also promotes safer agricultural practices, said the state heath officials.As of now, they have collected 48 samples taken across various districts of North Karnataka where the consumption of tea is very high. In districts like Bagalkote, Bidar, Gadag, Dharwad, Huballi, Vijayanagara, Koppal, and Ballari, the food inspectors have found large amounts of pesticides being used that could lead to major health hazards. ""This comprehensive sampling approach will provide a clearer picture of pesticide levels and potential health risks associated with tea consumption in those areas. It also underscores our commitment to ensuring the safety and well-being of tea consumers"", said the department.As per a recent media report, tea is under the scrutiny of Food Safety and Standards Authority of India. The FSSAI has found large amounts of pesticides and colouring used in tea dust and leaves during processing. The laboratory analysed more than 35 to 40 compounds or chemicals. “The pesticides were found to be more than the prescribed limit. That is why this drive is being undertaken,"" said the official.It is crucial for authorities to take proactive measures to ensure that tea products meet safety standards, thereby safeguarding public health. The  eateries use toxic food coloring agents like Rhodamine-B and Carmoisine sending a fear wave. These substances are known to have adverse health effects, including potential toxicity and carcinogenicity. In the case of tea, the issue of pesticides and fertilisers exceeding permissible limits is another concern. Prolonged exposure to such contaminants through tea consumption could indeed increase the risk of health problems, including cancer, said the health officials.",2024-07-12,"Nandita Vijayasimha, Bengaluru",https://www.fnbnews.com/Top-News/ktaka-health-dept-now-takes-on-tea-plantations-as-excess-pesticide-limits-seen-78034
Minister of Tourism to inaugurate FHRAI’s 54th Annual Convention in Goa,"The Federation of Hotel & Restaurant Associations of India (FHRAI), has announced the upcoming 54th Annual Convention, scheduled to be held in the coastal state of Goa at Taj Cidade de Goa, Horizon from October 16 to 18, 2024. Minister for Tourism, Gajendra Singh Shekhawat, will inaugurate this Annual Convention on October 16, 2024. The convention in Goa promises to be a celebration of India's vibrant tourism landscape under the theme ‘Tourism @2047: Incredible to Inevitable India - Driving Growth and Sustainability in a Mission Mode’. This theme aligns with the ambitious vision of a developed India by 2047, as envisioned by Government of India.The convention will also witness the esteemed presence of Dr Pramod Sawant, Chief Minister of Goa, Dr Mohan Yadav, Chief Minister of Madhya Pradesh, V. Vidyavathi, Secretary, Suman Billa, additional secretary, and Manisha Saxena, director general from the Ministry of Tourism, Government of India.Pradeep Shetty, president of FHRAI, said, ""The 54th FHRAI Annual Convention in Goa is positioned to be a landmark event where industry leaders converge to strategize, innovate, and collaborate towards steady and sustainable growth of our industry.  In alignment with its theme, this Convention will set the beginning of our sector’s journey towards 2047 where the Indian tourism industry is expected to be a $3 trillion tourism powerhouse.  The Convention aims to showcase our industry’s prowess to be the key growth engine of our nation’s economy, inspiring new initiatives that will define the future of tourism in India. We are grateful to have Minister for Tourism and other distinguished guests to join us. Around 1000 delegates from India and abroad are expected to attend the Convention and also enjoy Goa's cultural richness and natural beauty.”",2024-07-12,"Our Bureau, New Delhi",https://www.fnbnews.com/Top-News/minister-of-tourism-to-inaugurate-fhrais-54th-annual-convention-in-goa-78028
Esah Tea unveils world's first microplastic-free cotton tea bags,"Esah Tea, a leading direct-to-consumer (D2C) tea brand from Assam, has announced the launch of the world’s first microplastic-free cotton tea bags. These innovative tea bags are 100% chemical-free, biodegradable, and handmade, reflecting the brand’s unwavering commitment to sustainability and customer health. Price of the tea bag is just Rs 5 per bag which is one of most economical products available in the market. The launch comes in response to alarming findings from McGill University researchers, which revealed that conventional plastic tea bags release an astounding 11.9 billion harmful microplastic particles per cup.The urgency of Esah Tea's innovation becomes clear when considering the far-reaching implications of microplastic consumption. These minuscule particles, when ingested, inhaled, or absorbed through the skin, pose significant health risks. Scientific studies have indicated that microplastics can potentially cause cellular damage. In addition, regular exposure to microplastics has been linked to immune system disruption, neurotoxicity, reproductive issues, and even carcinogenic effects.Bijit Sarma, founder and CEO at Esah Tea, said, ""At Esah Tea, we've always viewed ourselves as more than just purveyors of fine tea; we're custodians of a centuries-old rich tea heritage. The introduction of our microplastic-free cotton tea bags is not merely a product launch—it's a paradigm shift in how we approach tea production and consumption. We're addressing a critical health and environmental issue while simultaneously elevating the tea-drinking experience. This launch notably exemplifies our belief that exceptional quality, responsible production, and environmental stewardship can and must coexist in perfect harmony. I am extremely thankful to our R&D team whose day and night efforts have brought our toxin-free tea bags to fruition. We invite conscious consumers to sip responsibly and sustainably with Esah Tea.”",2024-07-12,"Our Bureau, New Delhi",https://www.fnbnews.com/Top-News/esah-tea-unveils-worlds-first-microplasticfree-cotton-tea-bags-78027
The Macallan reveals new edition of The Harmony Collection,"The Macallan has announced a collaboration with Stella and Mary McCartney, united by curiosity, respect and admiration for the natural world. Stella and Mary have partnered with The Macallan on the creation of the third edition of The Harmony Collection – the limited annual release series which shines a spotlight on the brand’s inherent curiosity and innovative and creative mindset.The third release celebrates the lands of Scotland that connect all those who have stood upon them for generations. The third instalment in the annual release series includes two distinctive expressions: The Macallan Harmony Collection Amber Meadow and Green Meadow, inspired by The McCartney sisters’ love of Scotland which stems from their memories in the Scottish countryside. To mark this deep connection with the land, the presentation boxes and bottle labels have been made using discarded meadow cuttings embracing the re-use of natural materials to create beauty from resources at the end of their lives. The packaging of each release features photography of The Macallan Estate captured by Mary McCartney. It has taken inspiration from natural Scottish grasslands to create limited-edition whisky, using a combination of sherry seasoned oak and bourbon casks.Steven Bremner, whisky maker, said, “There is so much to discover with The Macallan Harmony Collection Amber Meadow. It is a single malt redolent of warm meadows and mature barley fields, with a rich, citrus scented finish. The 100% natural summer evening colour derived from our exceptional sherry seasoned oak and bourbon casks reflects the richness of the flavour which awaits. On the nose fresh citrus fruits and honeysuckle are complemented by hints of vanilla, coconut and ripe barley fields. On tasting, notes of oak, lemon, melon are prominent, accompanied by flavours of classic scone and almond with green tea, before giving way to a rich and sweet long finish.”",2024-07-12,"Our Bureau, New Delhi",https://www.fnbnews.com/Top-News/the-macallan-reveals-new-edition-of-the-harmony-collection-78026
Shangri La Eros New Delhi appoints Parul Jain as director of finance,"Shangri La Eros New Delhi has appointed Parul Jain as the director of finance. With a deep passion for financial excellence and nearly two decades of diverse industry experience, Jain brings exceptional expertise and a dedication to driving the hotel’s financial success.Jain is a distinguished chartered accountant and holds an MBA from Xavier Institute of Management Bhubaneswar. Her illustrious career includes pivotal roles at prestigious organisations such as The Lodhi, New Delhi, The Leela Ambience Convention Hotel, and Barista Coffee. She was instrumental in overhauling the financial department, ensuring robust economic health and operational efficiency.Significant achievements in strategic planning, financial management, and cost control mark Jain’s professional journey. Her adeptness in developing and executing financial strategies, coupled with her keen analytical skills, has consistently led to enhanced business volumes and profitability. Jain’s tenure at various esteemed properties has equipped her with a comprehensive understanding of the hospitality industry’s financial landscape.In her new role, Jain will oversee all aspects of financial operations, including budget management, financial reporting, and risk mitigation. She is committed to optimising resource allocation, maintaining stringent internal controls, and ensuring compliance with regulatory standards. Jain's unique approach to financial technology integration will further streamline operations and enhance efficiency.",2024-07-12,"Our Bureau, New Delhi",https://www.fnbnews.com/Top-News/shangri-la-eros-new-delhi-appoints-parul-jain-as-director-of-finance-78025
Food Expo Pro returns in August with Hong Kong International Tea Fair,"Organised by the Hong Kong Trade Development Council (HKTDC), the Food Expo Pro and Hong Kong International Tea Fair will be staged concurrently from August 15 to 17, 2024, at the Hong Kong Convention and Exhibition Centre. The fairs feature global foods and beverages, tea, and related products, providing a one-stop sourcing platform for F&B importers, wholesalers, retailers, restaurants, department stores and e-tailers. The fairs open exclusively to trade buyers on the first two days, and welcome public ticket-holders on August 17. The concurrent public fairs, Food Expo, Beauty & Wellness Expo, and Home Delights Expo will be staged at the same venue from August 15 to 19. The five fairs are expected to gather some 2,000 exhibitors. Food Expo Pro: Asia’s key trade event for F&BFood Expo Pro continues to present pavilions from various countries and regions this year. Besides pavilions from Mainland China, Japan, Korea and Mexico, ASEAN countries like Thailand, Indonesia, and the Philippines will also participate, creating an international food festival. Sustainable diet has become a hot topic in the industry in recent years. Highlighted zone ‘Food Science and Technology’ brings alternative food and future food products to our professional buyers. Another highlight would be the presence of ‘Halal Food & Beverage’.Ready-meals market is also booming. Food Expo Pro features an array of easy-to-prepare ready meals by exhibitors from Mainland China, including unique flavours from different regions. Provinces in Mainland China, including Fujian, Guizhou, Hunan, Sichuan, Zhejiang, etc. are expected to bring their local delicacies to Hong Kong and showcase to our professional buyers.Food Expo Pro also features a variety of seminars and forums covering the latest developments and market opportunities in the food industry.  The Food Tech Symposium sessions will bring together speakers to share their insights and to discuss the latest technological advancement and innovations in food manufacturing, future food and sustainability in the food industry. Recognising the promising landscape of the Halal Market, this year’s Food Expo PRO will aim to examine its development, opportunities and challenges, as well as conducting a thorough discussion to explore the role of Hong Kong in facilitating Halal food trade in the region.Hong Kong International Tea Fair: Brewing opportunities in tea businessThe concurrent Hong Kong International Tea Fair brings together a wide variety of products including tea and tea-related products, and tea ware. The 1st International Tea Event Space Design Competition 2024 aims to promote tea culture. Participants can present their creative tea-serving space designs through the competition, and the shortlisted designs will be displayed and judged during the fair. Another fair highlight is Hong Kong International Tea Competition. Exhibitors’ teas will be judged in six categories:  Green Tea, Oolong Tea, Black Tea (Orthodox), Chinese Black Tea (Treated Pu’er), Raw Pu’er, Others (White Tea / Yellow Tea / Scented Tea) *(excl. Herbal Tea). A panel of judges will present winners with “The Best Aroma Award” and “The Best Taste Award”. Visitors can enjoy free tea tasting of winning teas on 17 August. To promote the unique culture of Hong Kong style milk tea, International and Greater Bay Area KamCha Competition – Final will also be run during the Hong Kong International Tea Fair 2024. The top tea masters will be selected to showcase their techniques in making Hong Kong style milk tea and its exquisite flavours. Each day at the fair is filled with different activities and events. The 1st Hong Kong International Tea Culture Forum 2024 will be held on 16 August, the purpose of this forum is to create an international platform for communication, promote tea culture, and drive the international development of the tea industry. Other events, such as Tea Tasting Sessions and International Tea Art Performances, offer a fascinating look at the history and culture of tea. The ‘International and GBA KamCha Competition – HK Style Milk Tea Final’ will be held during the Hong Kong International Tea Fair, aiming to select the top Hong Kong-style milk tea masters, showcase the skills and unique flavours of Hong Kong-style milk tea production, and promote Hong Kong-style milk tea culture.The two fairs will continue to adopt the HKTDC’s EXHIBITION+ model that integrates online and offline elements, extending face-to-face interactions from physical events to smart business platform, Click2Match, which will be open to participants from August 8 to 24.In addition, the International Conference of the Modernization of Chinese Medicine and Health Products (ICMCM), organised by the Modernized Chinese Medicine International Association (MCMIA), together with the HKTDC and eleven scientific research institutions and industry associations, will be held at the Hong Kong Exhibition and Convention Centre on 15 and 16 August to deliver professional traditional Chinese medicine insights into the industry.",2024-07-11,Hong Kong,https://www.fnbnews.com/Top-News/food-expo-pro-returns-in-august-with-hong-kong-international-tea-fair-78023
Kellogg's Chocos is now Kellogg's Multigrain Chocos,"Kellogg’s, the leading breakfast cereal brand in India, announced the relaunch of its most loved brand Kellogg’s Chocos to ‘Kellogg's Multigrain Chocos. It contains no maida and is made with a nutritious blend of grains including wheat, jowar, rice, and corn. This new food is high in protein, high in fibre, enriched with iron, calcium, and vitamins, and has zero maida. And what’s more, the product is chocolatier than before, making it an irresistible choice that kids will love.The launch is supported by a film that will get covered nationally across multimedia channels, including television and digital platforms. Digitally, the film will extend to OTT, mobile, and gaming platforms. In addition, the campaign will have a strong social plan behind it.Kellogg’s has roped in popular actor Kajol Devgan as the brand ambassador for its relaunch campaign. The new ad film highlights the playful negotiations and deals which often happen at the breakfast table between a mother and child.Prashant Peres, managing director, Kellanova, said, “Chocos is a brand loved by millions of consumers in India. As market leaders, it is our responsibility to constantly listen to our consumers and offer products that go from great to amazing. The new Kellogg’s Multigrain Chocos offers the perfect combination of nourishment and taste, making it a win-win for both moms and kids.”Vinay Subramanyam, marketing director, Kellanova, said, “As we launch Kellogg's Multigrain Chocos, we're excited to offer a delicious blend that combines the goodness of multigrains with chocolatey fun. The launch is inspired by the amazing knack mothers have to ensure they give children something nutritious in a fun manner that delights them. The relationship therefore between mothers and children is special, playful and beautiful. Our launch campaign reflects that relationship.”Anurag Agnihotri, chief creative officer, Ogilvy-West, said, “In most homes, mornings witness a negotiation between the child and mother at the breakfast table. Children want something yummy, while mothers want to ensure what’s yummy is healthy too. Kellogg’s Multigrain Chocos helps strike the 'perfect deal' between mother and child and this is what our film brings to life. The banter between Kajol as the mother and the kid is super charming. We do believe that Kajol is a great brand spokesperson to bring this proposition alive.”",2024-07-11,"Our Bureau, Bengaluru",https://www.fnbnews.com/Top-News/kelloggs-chocos-is-now-kelloggs-multigrain-chocos-78022
"The Westin Gurgaon, New Delhi unveils the second edition of Marvels of Culinaire","The Westin Gurgaon, New Delhi, has announced an unparalleled culinary festival, the Marvels of Culinaire 2.0 Sunday Brunch, to be held every Sunday from July 7 to July 28, 2024, at the hotel’s famed all-day diner, Seasonal Tastes.It features a team of culinary virtuosos led by the master Culinaire, multi property executive chef Amit Dash. Together, they are set to revolutionise the hotel’s food and beverage offerings.The brunch will showcase the talents of 20 chefs, promising an epic culinary experience. Guests will indulge in an extravagant display of modern and contemporary Indian, regional Indian, Awadhi, Italian, Continental, Asian, and Vietnamese cuisines. It will bring together the finest culinary expertise, featuring signature dishes from the hotel’s specialty restaurants, EEST and Prego, under one roof.Signature dishes and live stations will highlight an extensive array of seafood, grills, and regional specialties, providing a brunch experience like never before. Some of the featured dishes include Kasundi Fish Curry, Mutton Kasa, Compressed Watermelon and Feta, varieties of Antipasti, Salmon Gravlax, Roast Pork Belly, Stir-Fried Chicken in Ginger and Soya, Mapo Tofu, Mushroom and Truffle Risotto, Napoli Pizza, Awadhi Nalli Nihari, Murg Awadhi Korma, Dhungar Rajma Galawat, Shahi Tukra, Baked Gulab Jamun and many more. Chef Dash said, “The Marvels of Culinaire 2.0 is a celebration of diverse culinary traditions and innovative techniques. We have brought together an exceptional team of chefs to create an unforgettable dining experience that highlights both international flavors and regional delicacies. It is our pleasure to invite our patrons to indulge in this culinary journey and savor the artistry of our talented chefs.”",2024-07-11,"Our Bureau, New Delhi",https://www.fnbnews.com/Top-News/the-westin-gurgaon-new-delhi-unveils-the-second-edition-of-marvels-of-culinaire-78021
KFC presents its rolls in 5 flavours for an anytime anywhere convenience,"KFC has unveiled its rolls in 5 flavours: Thai Spicy, Korean Tangy, American Nashville, Indian Tandoori and Indian Spicy Veg for an anytime anywhere convenience.Stating that hunger can strike anywhere and anytime, the company said that the new range of KFC roll are prices at Rs 99. The classic American Nashville Roll brings together a crunchy chicken fillet, onions, and spicy garlic and Nashville chili pepper sauces wrapped in a warm, flaky paratha, while the Thai Spicy Roll combines juicy chicken with veggies, and is topped with Thai sriracha and dynamite sauces. The Korean Tangy Roll combines Korean flavours like kimchi with the finger lickin’ good taste. Craving flavours which are a little closer home, there is the Indian Tandoori Roll and the Indian Spicy Veg Roll.",2024-07-11,"Our Bureau, Bengaluru",https://www.fnbnews.com/Top-News/kfc-presents-its-rolls-in-5flavours-for-an-anytime-anywhere-convenience-78020
ITC Grand Chola launches ‘Cholatails’ in collaboration with The Happy High,"The Happy High, the Mumbai based beverage consultancy curated the beverage list, the Cholatails for the ITC Grand Chola, Chennai with an aim to bring nuggets of the Chola legacy and local favourites to the fore. Curated by a dedicated team of beverage enthusiasts, it comprises of unique concoctions and innovative flavours designed to tell stories of the Chola dynasty and on key ingredients that form the core of the Tamil cuisine. Blending flavours like pisin, nannari, long pepper, a local grape cola, basil seeds among others makes the beverage books elevate experiences ideal for the locals and global travellers. XOXO finds its place on the esteemed list to symbolise the grand life with XO Cognac, Smoky Malt and more and perhaps is the most expensive beverage in the city.Shaariq Akhtar, general manager of the ITC Grand Chola, said, “We are thrilled to introduce, ‘Seven Venues, Seven Menus’ at ITC Grand Chola, curated to elevate every guest’s experience with a fusion of in-house creativity and craftmanship. The books together cover a range of over 100 recipes such as the Tokyo Mary, Seoul Mate, Makuwa, XOXO and one called 1958 that brings a cult favourite grape cola to the fore.  What we are showcasing tonight is the main book, ‘Cholatails- Beverage Recipes from the Tamarind Town’, that we have launched at our bars. While ITC Grand Chola is an ode to the history, architecture and culture of the Mighty Cholas, this book aims to represent little nuggets of flavours, ingredients and anecdotes about the dynasty and the Madras we know today.”Ajit Balgi, founder, The Happy High, said, “We are elated for our Chennai debut happening at the ITC Grand Chola. Our aim was to get the tales of valour and conquest into a glass as much as we wanted local ingredients and flavours on a beverage list that travellers from around the world would savour. We have used basic techniques, fresh ingredients to make concoctions that are delicious, alluring to the eye and can appeal to different palates.”",2024-07-11,"Our Bureau, Mumbai",https://www.fnbnews.com/Top-News/itc-grand-chola-launches-cholatails-in-collaboration-with-the-happy-high-78019
